Temporada,Nombre,Goles
2004-2005,Pacheco,12
2004-2005,Urzaiz,12
2004-2005,Ezquerro,11
2004-2005,Giuly,11
2004-2005,Edú,11
2004-2005,Luque,11
2004-2005,Tamudo,11
2004-2005,Luis García,11
2004-2005,Di Vaio,11
2004-2005,Savio,10
2004-2005,Ronaldinho,9
2004-2005,Tristán,9
2004-2005,Baiano,9
2004-2005,Morales,9
2004-2005,Benayoun,9
2004-2005,Raúl,9
2004-2005,Yeste,8
2004-2005,Assunçao,8
2004-2005,Javi Guerrero,8
2004-2005,Regueiro,8
2004-2005,Kovacevic,8
2004-2005,Mista,8
2004-2005,Salva Ballesta,7
2004-2005,Deco,7
2004-2005,Sergio García,7
2004-2005,Aganzo,7
2004-2005,Baraja,7
2004-2005,Pandiani,6
2004-2005,Manchev,6
2004-2005,Arango,6
2004-2005,Tevenet,6
2004-2005,Aloisi,6
2004-2005,Milosevic,6
2004-2005,Webó,6
2004-2005,Zidane,6
2004-2005,Óscar González,6
2004-2005,Mark González,5
2004-2005,Redondo,5
2004-2005,Fernando,5
2004-2005,Joaquín,5
2004-2005,Dani,5
2004-2005,Míchel,5
2004-2005,Pachón,5
2004-2005,Juanma,5
2004-2005,Rivera,5
2004-2005,Amoroso,5
2004-2005,Juan Rodríguez,5
2004-2005,Wanchope,5
2004-2005,Carlos Merino,5
2004-2005,Valdo,5
2004-2005,Karpin,5
2004-2005,Uranga,5
2004-2005,Gurpegui,4
2004-2005,Iraola,4
2004-2005,Van Bronckhorst,4
2004-2005,Juanito,4
2004-2005,Rivas,4
2004-2005,Nano Rivas,4
2004-2005,Nacho,4
2004-2005,Duda,4
2004-2005,Miguel,4
2004-2005,Beckham,4
2004-2005,Aimar,4
2004-2005,Guayre,4
2004-2005,José Mari,4
2004-2005,Sorín,4
2004-2005,Generelo,4
2004-2005,Javi Moreno,4
2004-2005,Francisco,3
2004-2005,Rubén Castro,3
2004-2005,Del Horno,3
2004-2005,Etxeberría,3
2004-2005,Guerrero,3
2004-2005,Llorente,3
2004-2005,Orbaiz,3
2004-2005,Tiko,3
2004-2005,Antonio López,3
2004-2005,Colsa,3
2004-2005,Ibagaza,3
2004-2005,Pablo Ibáñez,3
2004-2005,Larsson,3
2004-2005,Márquez,3
2004-2005,Xavi,3
2004-2005,Sergio,3
2004-2005,Víctor,3
2004-2005,De La Peña,3
2004-2005,Fredson,3
2004-2005,Lopo,3
2004-2005,Pernía,3
2004-2005,Vivar Dorado,3
2004-2005,Edgar,3
2004-2005,Miguel Ángel,3
2004-2005,Campano,3
2004-2005,Casadesús,3
2004-2005,Delibasic,3
2004-2005,Farinós,3
2004-2005,Okubo,3
2004-2005,Osorio,3
2004-2005,Moha,3
2004-2005,Puñal,3
2004-2005,Arizmendi,3
2004-2005,Figo,3
2004-2005,Helguera,3
2004-2005,Roberto Carlos,3
2004-2005,Solari,3
2004-2005,Aranburu,3
2004-2005,Barkero,3
2004-2005,De Paula,3
2004-2005,Labaka,3
2004-2005,Carlitos,3
2004-2005,Renato,3
2004-2005,Angulo,3
2004-2005,Corradi,3
2004-2005,Rufete,3
2004-2005,Vicente,3
2004-2005,Xisco,3
2004-2005,Milito,3
2004-2005,Buades,2
2004-2005,Lacruz,2
2004-2005,Núñez,2
2004-2005,Gerard,2
2004-2005,Iniesta,2
2004-2005,Scaloni,2
2004-2005,Xisco,2
2004-2005,Amavisca,2
2004-2005,Òscar Serrano,2
2004-2005,Velamazán,2
2004-2005,Cotelo,2
2004-2005,Craioveanu,2
2004-2005,Gabi,2
2004-2005,Kome,2
2004-2005,Riki,2
2004-2005,Yordi,2
2004-2005,Congo,2
2004-2005,Ettien,2
2004-2005,Jofre,2
2004-2005,Reggi,2
2004-2005,Pereyra,2
2004-2005,Romeo,2
2004-2005,Juanlu,2
2004-2005,Juanma Ortiz,2
2004-2005,Anderson Silva,2
2004-2005,Salgado,2
2004-2005,Samuel,2
2004-2005,Adriano,2
2004-2005,Antoñito,2
2004-2005,Dani Alves,2
2004-2005,Darío Silva,2
2004-2005,Jesús Navas,2
2004-2005,Sergio Ramos,2
2004-2005,Fiore,2
2004-2005,Marchena,2
2004-2005,Cazorla,2
2004-2005,Figueroa,2
2004-2005,Gonzalo,2
2004-2005,Héctor Font,2
2004-2005,Senna,2
2004-2005,Álvaro,2
2004-2005,Cani,2
2004-2005,Galletti,2
2004-2005,Gaspar,1
2004-2005,Momo,1
2004-2005,Viaud,1
2004-2005,Jorge Larena,1
2004-2005,Nano,1
2004-2005,Messi,1
2004-2005,Oleguer,1
2004-2005,Dani,1
2004-2005,Melli,1
2004-2005,Andrade,1
2004-2005,Capdevila,1
2004-2005,Coloccini,1
2004-2005,Fran,1
2004-2005,Munitis,1
2004-2005,Pablo Amo,1
2004-2005,Valerón,1
2004-2005,Corominas,1
2004-2005,Ibarra,1
2004-2005,Jarque,1
2004-2005,Jonathan Soriano,1
2004-2005,Pochettino,1
2004-2005,Soldevilla,1
2004-2005,Albiol,1
2004-2005,Cubillo,1
2004-2005,Gallardo,1
2004-2005,José Antonio,1
2004-2005,Celestini,1
2004-2005,Culebras,1
2004-2005,Harte,1
2004-2005,Jesule,1
2004-2005,César Navas,1
2004-2005,Gerardo,1
2004-2005,Juanito,1
2004-2005,Luque,1
2004-2005,Valcarce,1
2004-2005,Iuliano,1
2004-2005,Jorge López,1
2004-2005,Perera,1
2004-2005,Tuni,1
2004-2005,Antonio,1
2004-2005,Graff,1
2004-2005,Jaime Molina,1
2004-2005,Miguel Pérez,1
2004-2005,Moreno,1
2004-2005,Ochoa,1
2004-2005,Pablo Sanz,1
2004-2005,Pineda,1
2004-2005,Tarantino,1
2004-2005,David López,1
2004-2005,Muñoz,1
2004-2005,Pablo García,1
2004-2005,Ayoze,1
2004-2005,Juanma,1
2004-2005,Morán,1
2004-2005,Pedro López,1
2004-2005,Gravesen,1
2004-2005,Agirretxe,1
2004-2005,Arteta,1
2004-2005,Gabilondo,1
2004-2005,Rossato,1
2004-2005,Aitor Ocio,1
2004-2005,Antonio López,1
2004-2005,Aranda,1
2004-2005,Javi Navarro,1
2004-2005,Jesuli,1
2004-2005,Jordi López,1
2004-2005,Makukula,1
2004-2005,Puerta,1
2004-2005,Caneira,1
2004-2005,David Navarro,1
2004-2005,Moretti,1
2004-2005,Arzo,1
2004-2005,Josico,1
2004-2005,Peña,1
2004-2005,Sonny Anderson,1
2004-2005,Capi,1
2004-2005,Ponzio,1
2004-2005,Zapater,0
2005-2006,Eto'o,26
2005-2006,David Villa,25
2005-2006,Ronaldinho,17
2005-2006,Diego Milito,15
2005-2006,Ronaldo,14
2005-2006,Fernando Torres,13
2005-2006,Baiano,13
2005-2006,Riquelme,12
2005-2006,Ewerthon,12
2005-2006,Tristán,11
2005-2006,Arango,11
2005-2006,Milosevic,11
2005-2006,Aloisi,10
2005-2006,Maxi Rodríguez,10
2005-2006,Larsson,10
2005-2006,Luis García,10
2005-2006,Tamudo,10
2005-2006,Paunovic,10
2005-2006,Pernía,10
2005-2006,Forlán,10
2005-2006,Nené,9
2005-2006,Güiza,9
2005-2006,Antoñito,9
2005-2006,Zidane,9
2005-2006,Xabi Prieto,9
2005-2006,Saviola,9
2005-2006,Kezman,8
2005-2006,Canobbio,8
2005-2006,Riki,8
2005-2006,Baptista,8
2005-2006,Robinho,8
2005-2006,Maresca,8
2005-2006,Bodipo,7
2005-2006,Robert,7
2005-2006,Lobos,7
2005-2006,Sesma,7
2005-2006,Nihat,7
2005-2006,Aduriz,6
2005-2006,Messi,6
2005-2006,Salva Ballesta,6
2005-2006,David López,6
2005-2006,Webó,6
2005-2006,Kanouté,6
2005-2006,Kepa,6
2005-2006,Angulo,6
2005-2006,Giuly,5
2005-2006,Dani,5
2005-2006,Casadesús,5
2005-2006,Muñoz,5
2005-2006,Raúl García,5
2005-2006,Casquero,5
2005-2006,Raúl,5
2005-2006,Roberto Carlos,5
2005-2006,Mark González,5
2005-2006,Skoubo,5
2005-2006,Luis Fabiano,5
2005-2006,Aimar,5
2005-2006,José Mari,5
2005-2006,Luis Prieto,4
2005-2006,Yeste,4
2005-2006,Oliveira,4
2005-2006,Enrique,4
2005-2006,Medina,4
2005-2006,Pavoni,4
2005-2006,Contreras,4
2005-2006,Perera,4
2005-2006,Silva,4
2005-2006,Capdevila,4
2005-2006,Juanma,4
2005-2006,Valerón,4
2005-2006,Víctor,4
2005-2006,Fredson,4
2005-2006,Jarque,4
2005-2006,Gavilán,4
2005-2006,Antonio Hidalgo,4
2005-2006,Duda,4
2005-2006,Edgar,4
2005-2006,Yordi,4
2005-2006,Puñal,4
2005-2006,Romeo,4
2005-2006,Guti,4
2005-2006,Sergio Ramos,4
2005-2006,Kovacevic,4
2005-2006,Baraja,4
2005-2006,Franco,4
2005-2006,Savio,4
2005-2006,Sergio García,4
2005-2006,Etxeberría,3
2005-2006,Iraola,3
2005-2006,Lacruz,3
2005-2006,Orbaiz,3
2005-2006,Urzaiz,3
2005-2006,Antonio López,3
2005-2006,Edú,3
2005-2006,Joaquín,3
2005-2006,Mirosavljevic,3
2005-2006,Rubén Castro,3
2005-2006,Sergio,3
2005-2006,Corominas,3
2005-2006,Alexis Ruano,3
2005-2006,Couñago,3
2005-2006,Nacho,3
2005-2006,Pisculichi,3
2005-2006,Delporte,3
2005-2006,Aganzo,3
2005-2006,Damià Abella,3
2005-2006,Felipe Melo,3
2005-2006,Juanjo,3
2005-2006,Matabuena,3
2005-2006,Beckham,3
2005-2006,De Paula,3
2005-2006,Garitano,3
2005-2006,Adriano,3
2005-2006,Dani Alves,3
2005-2006,Regueiro,3
2005-2006,Vicente,3
2005-2006,Senna,3
2005-2006,Sorín,3
2005-2006,Óscar González,3
2005-2006,Carpintero,2
2005-2006,De Lucas,2
2005-2006,Sarriegi,2
2005-2006,Casas,2
2005-2006,Gurpegui,2
2005-2006,Llorente,2
2005-2006,Luccin,2
2005-2006,Pablo Ibáñez,2
2005-2006,Valera,2
2005-2006,Deco,2
2005-2006,Ezquerro,2
2005-2006,Sylvinho,2
2005-2006,Van Bommel,2
2005-2006,Juanito,2
2005-2006,Estoyanoff,2
2005-2006,Ángel,2
2005-2006,Jorge Larena,2
2005-2006,Lequi,2
2005-2006,Núñez,2
2005-2006,Arizmendi,2
2005-2006,Iago,2
2005-2006,Munitis,2
2005-2006,Zabaleta,2
2005-2006,Nano,2
2005-2006,Pachón,2
2005-2006,Pulido,2
2005-2006,Redondo,2
2005-2006,Vivar Dorado,2
2005-2006,César Navas,2
2005-2006,Gerardo,2
2005-2006,Choutos,2
2005-2006,Doni,2
2005-2006,Iuliano,2
2005-2006,Jonás Gutiérrez,2
2005-2006,Okubo,2
2005-2006,Moha,2
2005-2006,Valdo,2
2005-2006,Ayoze,2
2005-2006,Raúl Bravo,2
2005-2006,Cicinho,2
2005-2006,Soldado,2
2005-2006,Álvaro Novo,2
2005-2006,Barkero,2
2005-2006,Aitor Ocio,2
2005-2006,Jesús Navas,2
2005-2006,Puerta,2
2005-2006,Albelda,2
2005-2006,Ayala,2
2005-2006,David Navarro,2
2005-2006,Fabio Aurelio,2
2005-2006,Figueroa,2
2005-2006,Guayre,2
2005-2006,Roger,2
2005-2006,Tacchinardi,2
2005-2006,Cani,2
2005-2006,Astudillo,1
2005-2006,Wesley,1
2005-2006,Dañobeitia,1
2005-2006,Felipe,1
2005-2006,Tiko,1
2005-2006,Colsa,1
2005-2006,Gabi,1
2005-2006,Galletti,1
2005-2006,Petrov,1
2005-2006,Zahínos,1
2005-2006,Motta,1
2005-2006,Puyol,1
2005-2006,Arzu,1
2005-2006,Assunçao,1
2005-2006,Capi,1
2005-2006,Fernando,1
2005-2006,Luis Fernández,1
2005-2006,Rivas,1
2005-2006,Varela,1
2005-2006,Xisco,1
2005-2006,Fleurquin,1
2005-2006,Manolo Pérez,1
2005-2006,Oli,1
2005-2006,Paz,1
2005-2006,Raúl López,1
2005-2006,De Ridder,1
2005-2006,Gustavo López,1
2005-2006,Jonathan Aspas,1
2005-2006,Oubiña,1
2005-2006,Andrade,1
2005-2006,De Guzmán,1
2005-2006,Iván Carril,1
2005-2006,Taborda,1
2005-2006,Xisco,1
2005-2006,Armando Sá,1
2005-2006,Juanfran,1
2005-2006,Pandiani,1
2005-2006,Belenguer,1
2005-2006,Tena,1
2005-2006,Bóvio,1
2005-2006,Fernando Sanz,1
2005-2006,Juan Rodríguez,1
2005-2006,Litos,1
2005-2006,Morales,1
2005-2006,Campano,1
2005-2006,Farinós,1
2005-2006,Fernando Navarro,1
2005-2006,Pereyra,1
2005-2006,Carlos Cuéllar,1
2005-2006,Òscar Serrano,1
2005-2006,Pablo Alfaro,1
2005-2006,Pinilla,1
2005-2006,Wilfred Dalmat,1
2005-2006,Cassano,1
2005-2006,Mejía,1
2005-2006,Ansotegi,1
2005-2006,Aranburu,1
2005-2006,Gabilondo,1
2005-2006,Jáuregi,1
2005-2006,Labaka,1
2005-2006,Mikel Alonso,1
2005-2006,Stevanovic,1
2005-2006,Dragutinovic,1
2005-2006,Jordi López,1
2005-2006,Martí,1
2005-2006,Renato,1
2005-2006,Sales,1
2005-2006,Albiol,1
2005-2006,Kluivert,1
2005-2006,Miguel,1
2005-2006,Mista,1
2005-2006,Calleja,1
2005-2006,Héctor Font,1
2005-2006,Josico,1
2005-2006,Xisco Nadal,1
2005-2006,Generelo,1
2005-2006,Milito,1
2005-2006,Movilla,1
2005-2006,Ponzio,1
2006-2007,Van Nistelrooy,25
2006-2007,Diego Milito,23
2006-2007,Ronaldinho,21
2006-2007,Kanouté,21
2006-2007,Forlán,19
2006-2007,Baiano,15
2006-2007,Tamudo,15
2006-2007,David Villa,15
2006-2007,Fernando Torres,14
2006-2007,Messi,14
2006-2007,Sinama Pongolle,12
2006-2007,Morientes,12
2006-2007,Eto'o,11
2006-2007,Güiza,11
2006-2007,Portillo,11
2006-2007,Soldado,11
2006-2007,Zigic,11
2006-2007,Luis García,10
2006-2007,Luis Fabiano,10
2006-2007,Aduriz,9
2006-2007,Robert,9
2006-2007,Riga,9
2006-2007,Jankovic,9
2006-2007,Garay,9
2006-2007,Urzaiz,8
2006-2007,Edú,8
2006-2007,Nené,8
2006-2007,Manu del Moral,8
2006-2007,Arango,8
2006-2007,Uche,8
2006-2007,Pandiani,7
2006-2007,Raúl,7
2006-2007,Javi Guerrero,7
2006-2007,Agüero,6
2006-2007,Maxi Rodríguez,6
2006-2007,Iniesta,6
2006-2007,Valdo,6
2006-2007,Reyes,6
2006-2007,Robinho,6
2006-2007,Jesús Vázquez,6
2006-2007,Angulo,6
2006-2007,Ewerthon,6
2006-2007,Sergio García,6
2006-2007,Iraola,5
2006-2007,Yeste,5
2006-2007,Gudjohnsen,5
2006-2007,Saviola,5
2006-2007,Arizmendi,5
2006-2007,Casquero,5
2006-2007,Kapo,5
2006-2007,Salva Ballesta,5
2006-2007,Sergio Ramos,5
2006-2007,Savio,5
2006-2007,Cazorla,5
2006-2007,Kerzhakov,5
2006-2007,Joaquín,5
2006-2007,Aimar,5
2006-2007,Gabilondo,4
2006-2007,Galletti,4
2006-2007,Maniche,4
2006-2007,Sobis,4
2006-2007,Capdevila,4
2006-2007,Juan Rodríguez,4
2006-2007,Corominas,4
2006-2007,Riera,4
2006-2007,Nacho,4
2006-2007,Rubén Castro,4
2006-2007,Casadesús,4
2006-2007,Nunes,4
2006-2007,David López,4
2006-2007,Milosevic,4
2006-2007,Raúl García,4
2006-2007,Webó,4
2006-2007,Colsa,4
2006-2007,Munitis,4
2006-2007,Díaz de Cerio,4
2006-2007,Chevantón,4
2006-2007,Renato,4
2006-2007,Silva,4
2006-2007,Vicente,4
2006-2007,Cani,4
2006-2007,Fabricio Fuentes,4
2006-2007,Tomasson,4
2006-2007,Diogo,4
2006-2007,Etxeberría,3
2006-2007,Javi Martínez,3
2006-2007,Mista,3
2006-2007,Giuly,3
2006-2007,Xavi,3
2006-2007,Zambrotta,3
2006-2007,Juanito,3
2006-2007,Xisco,3
2006-2007,Gustavo López,3
2006-2007,Riki,3
2006-2007,Campano,3
2006-2007,Diego Camacho,3
2006-2007,Reggi,3
2006-2007,Jonás Gutiérrez,3
2006-2007,Maxi López,3
2006-2007,Varela,3
2006-2007,Puñal,3
2006-2007,Felipe Melo,3
2006-2007,Beckham,3
2006-2007,Diarra,3
2006-2007,Roberto Carlos,3
2006-2007,Aranburu,3
2006-2007,Kovacevic,3
2006-2007,Xabi Prieto,3
2006-2007,Rosu,3
2006-2007,Dani Alves,3
2006-2007,Kepa,3
2006-2007,Marcos García,3
2006-2007,Pirès,3
2006-2007,Óscar González,3
2006-2007,Llorente,2
2006-2007,Pablo Ibáñez,2
2006-2007,Petrov,2
2006-2007,Zé Castro,2
2006-2007,Assunçao,2
2006-2007,Capi,2
2006-2007,Fernando,2
2006-2007,Ángel,2
2006-2007,Bamogo,2
2006-2007,Canobbio,2
2006-2007,Iriney,2
2006-2007,Barragán,2
2006-2007,Bodipo,2
2006-2007,Iago,2
2006-2007,Sergio,2
2006-2007,Taborda,2
2006-2007,Jonatas,2
2006-2007,Alexis Ruano,2
2006-2007,Pachón,2
2006-2007,César Navas,2
2006-2007,David Cuéllar,2
2006-2007,Grahn,2
2006-2007,Irurzun,2
2006-2007,Llera,2
2006-2007,Pinilla,2
2006-2007,Álvaro,2
2006-2007,Courtois,2
2006-2007,Ettien,2
2006-2007,Pereyra,2
2006-2007,Cruchaga,2
2006-2007,Juanfran,2
2006-2007,Nekounam,2
2006-2007,Kike Sola,2
2006-2007,Rubén,2
2006-2007,Higuaín,2
2006-2007,Ansotegi,2
2006-2007,Garitano,2
2006-2007,Uranga,2
2006-2007,Beto,2
2006-2007,Calle,2
2006-2007,Cheli,2
2006-2007,Juanma,2
2006-2007,Adriano,2
2006-2007,Maresca,2
2006-2007,Martí,2
2006-2007,Puerta,2
2006-2007,Ayala,2
2006-2007,Hugo Viana,2
2006-2007,Moretti,2
2006-2007,Franco,2
2006-2007,D'Alessandro,2
2006-2007,Piqué,2
2006-2007,Garmendia,1
2006-2007,Luis Prieto,1
2006-2007,Murillo,1
2006-2007,Eller,1
2006-2007,Deco,1
2006-2007,Ezquerro,1
2006-2007,Márquez,1
2006-2007,Puyol,1
2006-2007,Arzu,1
2006-2007,Pancrate,1
2006-2007,Rivera,1
2006-2007,Guayre,1
2006-2007,Jorge Larena,1
2006-2007,Lequi,1
2006-2007,Oubiña,1
2006-2007,Perera,1
2006-2007,Yago Alonso,1
2006-2007,Adrián,1
2006-2007,Cristian,1
2006-2007,Estoyanoff,1
2006-2007,Lopo,1
2006-2007,Verdú,1
2006-2007,Costa,1
2006-2007,Hurtado,1
2006-2007,Moha,1
2006-2007,Rufete,1
2006-2007,Belenguer,1
2006-2007,Celestini,1
2006-2007,Cotelo,1
2006-2007,Pulido,1
2006-2007,Redondo,1
2006-2007,Verpakovskis,1
2006-2007,Vivar Dorado,1
2006-2007,Abel Buades,1
2006-2007,David García,1
2006-2007,Makukula,1
2006-2007,Alexis Suárez,1
2006-2007,Dehu,1
2006-2007,Descarga,1
2006-2007,Meyong Zé,1
2006-2007,Nino,1
2006-2007,Ballesteros,1
2006-2007,Fernando Navarro,1
2006-2007,Ibagaza,1
2006-2007,Trejo,1
2006-2007,Carlos Cuéllar,1
2006-2007,Izquierdo,1
2006-2007,Javier Flaño,1
2006-2007,Juanlu,1
2006-2007,Miguel Flaño,1
2006-2007,Muñoz,1
2006-2007,Balboa,1
2006-2007,Cristian Álvarez,1
2006-2007,Christian Fernández,1
2006-2007,Juanjo,1
2006-2007,Oriol,1
2006-2007,Scaloni,1
2006-2007,Cassano,1
2006-2007,Emerson,1
2006-2007,Guti,1
2006-2007,Helguera,1
2006-2007,Ronaldo,1
2006-2007,Álvaro Novo,1
2006-2007,Diego Rivas,1
2006-2007,Garrido,1
2006-2007,Germán Herrera,1
2006-2007,Juanito,1
2006-2007,López Rekarte,1
2006-2007,Mario,1
2006-2007,Pablo Amo,1
2006-2007,Aitor,1
2006-2007,Viqueira,1
2006-2007,Alfaro,1
2006-2007,Dragutinovic,1
2006-2007,Escudé,1
2006-2007,Jesús Navas,1
2006-2007,Poulsen,1
2006-2007,Albiol,1
2006-2007,Baraja,1
2006-2007,David Navarro,1
2006-2007,Arruabarrena,1
2006-2007,Cygan,1
2006-2007,Jonathan Pereira,1
2006-2007,Josico,1
2006-2007,Matías Fernández,1
2006-2007,Riquelme,1
2006-2007,Tacchinardi,1
2006-2007,Celades,1
2006-2007,Lafita,1
2006-2007,Milito,1
2007-2008,Güiza,27
2007-2008,Luis Fabiano,24
2007-2008,Agüero,18
2007-2008,Raúl,18
2007-2008,David Villa,18
2007-2008,Nihat,18
2007-2008,Oliveira,18
2007-2008,Forlán,16
2007-2008,Eto'o,16
2007-2008,Van Nistelrooy,16
2007-2008,Llorente,16
2007-2008,Kanouté,15
2007-2008,Diego Milito,15
2007-2008,Negredo,13
2007-2008,Luis García,13
2007-2008,Henry,12
2007-2008,Edú,12
2007-2008,Arango,12
2007-2008,Robinho,11
2007-2008,Rossi,11
2007-2008,Llorente,10
2007-2008,Bojan,10
2007-2008,Messi,10
2007-2008,Tamudo,10
2007-2008,Iván Alonso,10
2007-2008,Sinama Pongolle,10
2007-2008,Xisco,9
2007-2008,Sneijder,9
2007-2008,Víctor,9
2007-2008,Maxi Rodríguez,8
2007-2008,Ronaldinho,8
2007-2008,Pavone,8
2007-2008,Riga,8
2007-2008,Higuaín,8
2007-2008,Franco,8
2007-2008,Felipe Melo,7
2007-2008,Aduriz,7
2007-2008,Simao,7
2007-2008,Xavi,7
2007-2008,Albín,7
2007-2008,Manu del Moral,7
2007-2008,Dady,7
2007-2008,Tchité,7
2007-2008,Mark González,6
2007-2008,Jorge López,6
2007-2008,Carlos Martins,6
2007-2008,Morientes,6
2007-2008,Guardado,5
2007-2008,Riki,5
2007-2008,Sergio,5
2007-2008,Geijo,5
2007-2008,Ibagaza,5
2007-2008,Varela,5
2007-2008,Webó,5
2007-2008,Abel Gómez,5
2007-2008,Baiano,5
2007-2008,Duscher,5
2007-2008,Munitis,5
2007-2008,Sergio Ramos,5
2007-2008,Camuñas,5
2007-2008,Javi Guerrero,5
2007-2008,Mata,5
2007-2008,Silva,5
2007-2008,Cazorla,5
2007-2008,Etxeberría,4
2007-2008,Gabilondo,4
2007-2008,Susaeta,4
2007-2008,Sobis,4
2007-2008,Coloccini,4
2007-2008,Riera,4
2007-2008,Valdo,4
2007-2008,Casquero,4
2007-2008,Granero,4
2007-2008,Uche,4
2007-2008,Riganò,4
2007-2008,Borja Valero,4
2007-2008,De Lucas,4
2007-2008,Plasil,4
2007-2008,Smolarek,4
2007-2008,Robben,4
2007-2008,Marco Rubén,4
2007-2008,Jesús Navas,4
2007-2008,Keita,4
2007-2008,Renato,4
2007-2008,Sesma,4
2007-2008,Senna,4
2007-2008,Sergio García,4
2007-2008,Crusat,3
2007-2008,Kalu Uche,3
2007-2008,Pulido,3
2007-2008,Yeste,3
2007-2008,Raúl García,3
2007-2008,Giovani Dos Santos,3
2007-2008,Iniesta,3
2007-2008,Xisco,3
2007-2008,Lafita,3
2007-2008,Pablo Amo,3
2007-2008,Braulio,3
2007-2008,Pablo Hernández,3
2007-2008,Sousa,3
2007-2008,Álvaro,3
2007-2008,Pedro León,3
2007-2008,Ramis,3
2007-2008,Juanfran,3
2007-2008,Kike Sola,3
2007-2008,Vela,3
2007-2008,Bolado,3
2007-2008,Garay,3
2007-2008,Òscar Serrano,3
2007-2008,Baptista,3
2007-2008,Guti,3
2007-2008,Saviola,3
2007-2008,Capel,3
2007-2008,Fazio,3
2007-2008,Kerzhakov,3
2007-2008,Poulsen,3
2007-2008,Joaquín,3
2007-2008,Álvaro Rubio,3
2007-2008,Capdevila,3
2007-2008,Matías Fernández,3
2007-2008,Pirès,3
2007-2008,Tomasson,3
2007-2008,D'Alessandro,3
2007-2008,Acasiete,2
2007-2008,Juanma Ortiz,2
2007-2008,Mané,2
2007-2008,Soriano,2
2007-2008,David López,2
2007-2008,Camacho,2
2007-2008,Jurado,2
2007-2008,Luis García,2
2007-2008,Maniche,2
2007-2008,Gudjohnsen,2
2007-2008,Márquez,2
2007-2008,Capi,2
2007-2008,Nano Rivas,2
2007-2008,Taborda,2
2007-2008,Àngel,2
2007-2008,Corominas,2
2007-2008,Jonathan Soriano,2
2007-2008,De La Red,2
2007-2008,Kepa,2
2007-2008,Juanma,2
2007-2008,Nunes,2
2007-2008,Trejo,2
2007-2008,Goitom,2
2007-2008,Cruchaga,2
2007-2008,Héctor Font,2
2007-2008,Javi García,2
2007-2008,Pandiani,2
2007-2008,Portillo,2
2007-2008,Puñal,2
2007-2008,Colsa,2
2007-2008,Drenthe,2
2007-2008,Beto,2
2007-2008,Jesús Vázquez,2
2007-2008,Martín Cáceres,2
2007-2008,Dani Alves,2
2007-2008,Angulo,2
2007-2008,Baraja,2
2007-2008,Ogbeche,2
2007-2008,Sisi,2
2007-2008,Vivar Dorado,2
2007-2008,Fabricio Fuentes,2
2007-2008,Óscar González,2
2007-2008,Zapater,2
2007-2008,Corona,1
2007-2008,Juanito,1
2007-2008,Paunovic,1
2007-2008,Garmendia,1
2007-2008,Iraola,1
2007-2008,Koikili,1
2007-2008,Antonio López,1
2007-2008,Pablo Ibáñez,1
2007-2008,Pernía,1
2007-2008,Deco,1
2007-2008,Milito,1
2007-2008,Touré Yaya,1
2007-2008,Arzu,1
2007-2008,Fernando,1
2007-2008,Juande,1
2007-2008,Juanito,1
2007-2008,Odonkor,1
2007-2008,Rivera,1
2007-2008,Bodipo,1
2007-2008,Cristian,1
2007-2008,Filipe Luis,1
2007-2008,Juan Rodríguez,1
2007-2008,Lopo,1
2007-2008,Rubén Castro,1
2007-2008,Verdú,1
2007-2008,Wilhelmsson,1
2007-2008,Ewerthon,1
2007-2008,Jarque,1
2007-2008,Torrejón,1
2007-2008,Zabaleta,1
2007-2008,Contra,1
2007-2008,Cotelo,1
2007-2008,Gavilán,1
2007-2008,Licht,1
2007-2008,Berson,1
2007-2008,Ettien,1
2007-2008,Iborra,1
2007-2008,Javi Fuego,1
2007-2008,José Serrano,1
2007-2008,Miguel Ángel,1
2007-2008,Tommasi,1
2007-2008,Viqueira,1
2007-2008,Basinas,1
2007-2008,Casadesús,1
2007-2008,Chori Castro,1
2007-2008,Tuni,1
2007-2008,Dani Aquino,1
2007-2008,Gallardo,1
2007-2008,Iñigo,1
2007-2008,Jofre,1
2007-2008,Mejía,1
2007-2008,Ochoa,1
2007-2008,Regueiro,1
2007-2008,Richi,1
2007-2008,Astudillo,1
2007-2008,Hugo Viana,1
2007-2008,Miguel Flaño,1
2007-2008,Monreal,1
2007-2008,Orteman,1
2007-2008,Pablo Álvarez,1
2007-2008,Heinze,1
2007-2008,Ersen Martin,1
2007-2008,Marcos García,1
2007-2008,Aitor,1
2007-2008,Adriano,1
2007-2008,Chevantón,1
2007-2008,Dragutinovic,1
2007-2008,Koné,1
2007-2008,Maresca,1
2007-2008,Albiol,1
2007-2008,Arizmendi,1
2007-2008,Helguera,1
2007-2008,Miguel,1
2007-2008,Moretti,1
2007-2008,Zigic,1
2007-2008,Borja,1
2007-2008,García Calvo,1
2007-2008,Kome,1
2007-2008,Pedro López,1
2007-2008,Cygan,1
2007-2008,Godín,1
2007-2008,Javi Venta,1
2007-2008,Ayala,1
2007-2008,Celades,1
2007-2008,Matuzalem,1
2007-2008,Sergio Fernández,1
2008-2009,Forlán,32
2008-2009,Eto'o,30
2008-2009,David Villa,28
2008-2009,Messi,23
2008-2009,Higuaín,22
2008-2009,Negredo,19
2008-2009,Henry,19
2008-2009,Kanouté,19
2008-2009,Raúl,18
2008-2009,Agüero,17
2008-2009,Llorente,15
